match_id,minute,home_team_id,home_cum_xg,away_team_id,away_cum_xg,data_source
WC2026_M98,0,ESP,0.0,BEL,0.0,MODELED
WC2026_M98,1,ESP,0.0,BEL,0.0,MODELED
WC2026_M98,2,ESP,0.0,BEL,0.0,MODELED
WC2026_M98,3,ESP,0.0,BEL,0.0,MODELED
WC2026_M98,4,ESP,0.0,BEL,0.0,MODELED
WC2026_M98,5,ESP,0.0,BEL,0.01,MODELED
WC2026_M98,6,ESP,0.0,BEL,0.01,MODELED
WC2026_M98,7,ESP,0.0,BEL,0.01,MODELED
WC2026_M98,8,ESP,0.0,BEL,0.01,MODELED
WC2026_M98,9,ESP,0.0,BEL,0.01,MODELED
WC2026_M98,10,ESP,0.095,BEL,0.01,MODELED
WC2026_M98,11,ESP,0.095,BEL,0.01,MODELED
WC2026_M98,12,ESP,0.095,BEL,0.01,MODELED
WC2026_M98,13,ESP,0.145,BEL,0.01,MODELED
WC2026_M98,14,ESP,0.145,BEL,0.01,MODELED
WC2026_M98,15,ESP,0.145,BEL,0.01,MODELED
WC2026_M98,16,ESP,0.145,BEL,0.01,MODELED
WC2026_M98,17,ESP,0.145,BEL,0.01,MODELED
WC2026_M98,18,ESP,0.145,BEL,0.01,MODELED
WC2026_M98,19,ESP,0.145,BEL,0.01,MODELED
WC2026_M98,20,ESP,0.145,BEL,0.01,MODELED
WC2026_M98,21,ESP,0.185,BEL,0.01,MODELED
WC2026_M98,22,ESP,0.185,BEL,0.01,MODELED
WC2026_M98,23,ESP,0.245,BEL,0.01,MODELED
WC2026_M98,24,ESP,0.245,BEL,0.01,MODELED
WC2026_M98,25,ESP,0.26,BEL,0.01,MODELED
WC2026_M98,26,ESP,0.26,BEL,0.01,MODELED
WC2026_M98,27,ESP,0.26,BEL,0.01,MODELED
WC2026_M98,28,ESP,0.26,BEL,0.01,MODELED
WC2026_M98,29,ESP,0.285,BEL,0.01,MODELED
WC2026_M98,30,ESP,0.561,BEL,0.01,MODELED
WC2026_M98,31,ESP,0.561,BEL,0.06,MODELED
WC2026_M98,32,ESP,0.561,BEL,0.06,MODELED
WC2026_M98,33,ESP,0.561,BEL,0.06,MODELED
WC2026_M98,34,ESP,0.561,BEL,0.06,MODELED
WC2026_M98,35,ESP,0.596,BEL,0.06,MODELED
WC2026_M98,36,ESP,0.596,BEL,0.06,MODELED
WC2026_M98,37,ESP,0.596,BEL,0.06,MODELED
WC2026_M98,38,ESP,0.596,BEL,0.08,MODELED
WC2026_M98,39,ESP,0.596,BEL,0.08,MODELED
WC2026_M98,40,ESP,0.596,BEL,0.08,MODELED
WC2026_M98,41,ESP,0.596,BEL,0.197,MODELED
WC2026_M98,42,ESP,0.596,BEL,0.197,MODELED
WC2026_M98,43,ESP,0.621,BEL,0.197,MODELED
WC2026_M98,44,ESP,0.621,BEL,0.197,MODELED
WC2026_M98,45,ESP,0.621,BEL,0.197,MODELED
WC2026_M98,46,ESP,0.621,BEL,0.197,MODELED
WC2026_M98,47,ESP,0.621,BEL,0.197,MODELED
WC2026_M98,48,ESP,0.621,BEL,0.197,MODELED
WC2026_M98,49,ESP,0.621,BEL,0.197,MODELED
WC2026_M98,50,ESP,0.621,BEL,0.197,MODELED
WC2026_M98,51,ESP,0.621,BEL,0.197,MODELED
WC2026_M98,52,ESP,0.621,BEL,0.197,MODELED
WC2026_M98,53,ESP,0.621,BEL,0.197,MODELED
WC2026_M98,54,ESP,0.621,BEL,0.197,MODELED
WC2026_M98,55,ESP,0.621,BEL,0.197,MODELED
WC2026_M98,56,ESP,0.621,BEL,0.197,MODELED
WC2026_M98,57,ESP,0.621,BEL,0.197,MODELED
WC2026_M98,58,ESP,0.651,BEL,0.197,MODELED
WC2026_M98,59,ESP,0.651,BEL,0.197,MODELED
WC2026_M98,60,ESP,0.651,BEL,0.197,MODELED
WC2026_M98,61,ESP,0.651,BEL,0.197,MODELED
WC2026_M98,62,ESP,0.651,BEL,0.197,MODELED
WC2026_M98,63,ESP,0.651,BEL,0.197,MODELED
WC2026_M98,64,ESP,0.651,BEL,0.197,MODELED
WC2026_M98,65,ESP,0.651,BEL,0.197,MODELED
WC2026_M98,66,ESP,0.696,BEL,0.197,MODELED
WC2026_M98,67,ESP,0.696,BEL,0.197,MODELED
WC2026_M98,68,ESP,0.696,BEL,0.23,MODELED
WC2026_M98,69,ESP,0.696,BEL,0.23,MODELED
WC2026_M98,70,ESP,0.696,BEL,0.23,MODELED
WC2026_M98,71,ESP,0.696,BEL,0.23,MODELED
WC2026_M98,72,ESP,0.766,BEL,0.23,MODELED
WC2026_M98,73,ESP,0.766,BEL,0.23,MODELED
WC2026_M98,74,ESP,0.766,BEL,0.23,MODELED
WC2026_M98,75,ESP,0.766,BEL,0.23,MODELED
WC2026_M98,76,ESP,0.801,BEL,0.23,MODELED
WC2026_M98,77,ESP,0.801,BEL,0.23,MODELED
WC2026_M98,78,ESP,0.801,BEL,0.23,MODELED
WC2026_M98,79,ESP,0.846,BEL,0.23,MODELED
WC2026_M98,80,ESP,0.846,BEL,0.23,MODELED
WC2026_M98,81,ESP,0.846,BEL,0.23,MODELED
WC2026_M98,82,ESP,0.846,BEL,0.23,MODELED
WC2026_M98,83,ESP,0.846,BEL,0.23,MODELED
WC2026_M98,84,ESP,0.856,BEL,0.23,MODELED
WC2026_M98,85,ESP,0.856,BEL,0.23,MODELED
WC2026_M98,86,ESP,0.856,BEL,0.23,MODELED
