match_id,player_id,team_id,zone_code,touches,data_source
WC2026_M97,p_fra_01,FRA,C1R1,10,MODELED
WC2026_M97,p_fra_01,FRA,C1R2,9,MODELED
WC2026_M97,p_fra_01,FRA,C1R3,16,MODELED
WC2026_M97,p_fra_01,FRA,C1R4,9,MODELED
WC2026_M97,p_fra_01,FRA,C1R5,11,MODELED
WC2026_M97,p_fra_01,FRA,C2R1,8,MODELED
WC2026_M97,p_fra_01,FRA,C2R2,8,MODELED
WC2026_M97,p_fra_01,FRA,C2R3,14,MODELED
WC2026_M97,p_fra_01,FRA,C2R4,14,MODELED
WC2026_M97,p_fra_01,FRA,C2R5,10,MODELED
WC2026_M97,p_fra_01,FRA,C3R1,5,MODELED
WC2026_M97,p_fra_01,FRA,C3R2,6,MODELED
WC2026_M97,p_fra_01,FRA,C3R3,7,MODELED
WC2026_M97,p_fra_01,FRA,C3R4,7,MODELED
WC2026_M97,p_fra_01,FRA,C3R5,6,MODELED
WC2026_M97,p_fra_01,FRA,C4R1,2,MODELED
WC2026_M97,p_fra_01,FRA,C4R2,3,MODELED
WC2026_M97,p_fra_01,FRA,C4R3,3,MODELED
WC2026_M97,p_fra_01,FRA,C4R4,2,MODELED
WC2026_M97,p_fra_01,FRA,C4R5,1,MODELED
WC2026_M97,p_fra_01,FRA,C5R2,1,MODELED
WC2026_M97,p_fra_01,FRA,C5R3,1,MODELED
WC2026_M97,p_fra_01,FRA,C5R4,1,MODELED
WC2026_M97,p_fra_02,FRA,C1R1,5,MODELED
WC2026_M97,p_fra_02,FRA,C1R2,5,MODELED
WC2026_M97,p_fra_02,FRA,C1R3,5,MODELED
WC2026_M97,p_fra_02,FRA,C1R4,6,MODELED
WC2026_M97,p_fra_02,FRA,C1R5,3,MODELED
WC2026_M97,p_fra_02,FRA,C2R1,5,MODELED
WC2026_M97,p_fra_02,FRA,C2R2,8,MODELED
WC2026_M97,p_fra_02,FRA,C2R3,10,MODELED
WC2026_M97,p_fra_02,FRA,C2R4,8,MODELED
WC2026_M97,p_fra_02,FRA,C2R5,6,MODELED
WC2026_M97,p_fra_02,FRA,C3R1,5,MODELED
WC2026_M97,p_fra_02,FRA,C3R2,7,MODELED
WC2026_M97,p_fra_02,FRA,C3R3,6,MODELED
WC2026_M97,p_fra_02,FRA,C3R4,4,MODELED
WC2026_M97,p_fra_02,FRA,C3R5,5,MODELED
WC2026_M97,p_fra_02,FRA,C4R1,4,MODELED
WC2026_M97,p_fra_02,FRA,C4R2,4,MODELED
WC2026_M97,p_fra_02,FRA,C4R3,4,MODELED
WC2026_M97,p_fra_02,FRA,C4R4,4,MODELED
WC2026_M97,p_fra_02,FRA,C4R5,3,MODELED
WC2026_M97,p_fra_02,FRA,C5R1,1,MODELED
WC2026_M97,p_fra_02,FRA,C5R2,1,MODELED
WC2026_M97,p_fra_02,FRA,C5R3,1,MODELED
WC2026_M97,p_fra_02,FRA,C5R4,1,MODELED
WC2026_M97,p_fra_02,FRA,C5R5,1,MODELED
WC2026_M97,p_fra_03,FRA,C1R1,4,MODELED
WC2026_M97,p_fra_03,FRA,C1R2,6,MODELED
WC2026_M97,p_fra_03,FRA,C1R3,8,MODELED
WC2026_M97,p_fra_03,FRA,C1R4,5,MODELED
WC2026_M97,p_fra_03,FRA,C1R5,5,MODELED
WC2026_M97,p_fra_03,FRA,C2R1,5,MODELED
WC2026_M97,p_fra_03,FRA,C2R2,8,MODELED
WC2026_M97,p_fra_03,FRA,C2R3,11,MODELED
WC2026_M97,p_fra_03,FRA,C2R4,6,MODELED
WC2026_M97,p_fra_03,FRA,C2R5,8,MODELED
