match_id,sequence_id,team_id,start_minute,end_minute,duration_seconds,end_reason,led_to_shot,resulting_shot_id,is_goal,data_source
WC2026_M98,PS001,ESP,0.0,0.37,22,Out of Play,No,,No,MODELED
WC2026_M98,PS002,ESP,0.37,0.89,31,Turnover,No,,No,MODELED
WC2026_M98,PS003,ESP,0.89,1.37,29,Out of Play,No,,No,MODELED
WC2026_M98,PS004,ESP,1.37,1.9,32,Foul Conceded,No,,No,MODELED
WC2026_M98,PS005,ESP,1.9,2.43,32,Out of Play,No,,No,MODELED
WC2026_M98,PS006,BEL,2.43,2.96,32,Turnover,No,,No,MODELED
WC2026_M98,PS007,ESP,2.96,3.24,17,Turnover,No,,No,MODELED
WC2026_M98,PS008,BEL,3.24,3.64,24,Offside,No,,No,MODELED
WC2026_M98,PS009,BEL,3.64,4.02,23,Turnover,No,,No,MODELED
WC2026_M98,PS010,BEL,4.02,4.32,18,Turnover,No,,No,MODELED
WC2026_M98,PS011,BEL,4.32,4.84,31,Out of Play,No,,No,MODELED
WC2026_M98,PS012,ESP,4.84,5.11,16,Turnover,No,,No,MODELED
WC2026_M98,PS013,ESP,5.11,5.66,33,Turnover,No,,No,MODELED
WC2026_M98,PS014,BEL,5.66,6.18,31,Shot,Yes,SH18,No,MODELED
WC2026_M98,PS015,ESP,6.18,6.48,18,Foul Conceded,No,,No,MODELED
WC2026_M98,PS016,BEL,6.48,6.8,19,Out of Play,No,,No,MODELED
WC2026_M98,PS017,BEL,6.8,7.4,36,Turnover,No,,No,MODELED
WC2026_M98,PS018,BEL,7.4,7.92,31,Turnover,No,,No,MODELED
WC2026_M98,PS019,BEL,7.92,8.22,18,Offside,No,,No,MODELED
WC2026_M98,PS020,ESP,8.22,8.57,21,Offside,No,,No,MODELED
WC2026_M98,PS021,BEL,8.57,8.97,24,Foul Conceded,No,,No,MODELED
WC2026_M98,PS022,ESP,8.97,9.47,30,Out of Play,No,,No,MODELED
WC2026_M98,PS023,BEL,9.47,9.87,24,Turnover,No,,No,MODELED
WC2026_M98,PS024,ESP,9.87,10.37,30,Shot,Yes,SH01,No,REAL
WC2026_M98,PS025,ESP,10.37,10.74,22,Turnover,No,,No,MODELED
WC2026_M98,PS026,BEL,10.74,11.16,25,Turnover,No,,No,MODELED
WC2026_M98,PS027,BEL,11.16,11.64,29,Out of Play,No,,No,MODELED
WC2026_M98,PS028,ESP,11.64,12.07,26,Offside,No,,No,MODELED
WC2026_M98,PS029,BEL,12.07,12.39,19,Foul Conceded,No,,No,MODELED
WC2026_M98,PS030,ESP,12.39,12.81,25,Turnover,No,,No,MODELED
WC2026_M98,PS031,ESP,12.81,13.09,17,Shot,Yes,SH02,No,REAL
WC2026_M98,PS032,ESP,13.09,13.49,24,Foul Conceded,No,,No,MODELED
WC2026_M98,PS033,BEL,13.49,13.94,27,Foul Conceded,No,,No,MODELED
WC2026_M98,PS034,ESP,13.94,14.29,21,Turnover,No,,No,MODELED
WC2026_M98,PS035,BEL,14.29,14.62,20,Foul Conceded,No,,No,MODELED
WC2026_M98,PS036,ESP,14.62,15.0,23,Foul Conceded,No,,No,MODELED
WC2026_M98,PS037,ESP,15.0,15.53,32,Out of Play,No,,No,MODELED
WC2026_M98,PS038,ESP,15.53,16.15,37,Out of Play,No,,No,MODELED
WC2026_M98,PS039,BEL,16.15,16.68,32,Out of Play,No,,No,MODELED
WC2026_M98,PS040,BEL,16.68,17.0,19,Out of Play,No,,No,MODELED
WC2026_M98,PS041,ESP,17.0,17.6,36,Offside,No,,No,MODELED
WC2026_M98,PS042,ESP,17.6,18.03,26,Turnover,No,,No,MODELED
WC2026_M98,PS043,BEL,18.03,18.43,24,Offside,No,,No,MODELED
WC2026_M98,PS044,BEL,18.43,19.03,36,Foul Conceded,No,,No,MODELED
WC2026_M98,PS045,BEL,19.03,19.45,25,Turnover,No,,No,MODELED
WC2026_M98,PS046,BEL,19.45,19.92,28,Turnover,No,,No,MODELED
WC2026_M98,PS047,BEL,19.92,20.2,17,Offside,No,,No,MODELED
WC2026_M98,PS048,ESP,20.2,20.68,29,Turnover,No,,No,MODELED
WC2026_M98,PS049,ESP,20.68,21.3,37,Shot,Yes,SH06,No,MODELED
WC2026_M98,PS050,ESP,21.3,21.87,34,Out of Play,No,,No,MODELED
WC2026_M98,PS051,BEL,21.87,22.25,23,Out of Play,No,,No,MODELED
WC2026_M98,PS052,BEL,22.25,22.75,30,Offside,No,,No,MODELED
WC2026_M98,PS053,ESP,22.75,23.23,29,Shot,Yes,SH07,No,MODELED
WC2026_M98,PS054,ESP,23.23,23.61,23,Out of Play,No,,No,MODELED
WC2026_M98,PS055,ESP,23.61,24.08,28,Out of Play,No,,No,MODELED
WC2026_M98,PS056,BEL,24.08,24.48,24,Out of Play,No,,No,MODELED
WC2026_M98,PS057,ESP,24.48,24.83,21,Turnover,No,,No,MODELED
WC2026_M98,PS058,BEL,24.83,25.16,20,Turnover,No,,No,MODELED
WC2026_M98,PS059,ESP,25.16,25.78,37,Shot,Yes,SH08,No,MODELED
WC2026_M98,PS060,ESP,25.78,26.45,40,Out of Play,No,,No,MODELED
WC2026_M98,PS061,ESP,26.45,27.1,39,Turnover,No,,No,MODELED
WC2026_M98,PS062,BEL,27.1,27.6,30,Turnover,No,,No,MODELED
WC2026_M98,PS063,ESP,27.6,27.93,20,Turnover,No,,No,MODELED
WC2026_M98,PS064,ESP,27.93,28.58,39,Out of Play,No,,No,MODELED
WC2026_M98,PS065,BEL,28.58,29.1,31,Offside,No,,No,MODELED
WC2026_M98,PS066,ESP,29.1,29.52,25,Shot,Yes,SH09,No,MODELED
WC2026_M98,PS067,ESP,29.52,29.95,26,Turnover,No,,No,MODELED
WC2026_M98,PS068,ESP,29.95,30.45,30,Shot,Yes,SH03,Yes,REAL_EVENT_MODELED_XG
WC2026_M98,PS069,BEL,30.45,30.85,24,Foul Conceded,No,,No,MODELED
WC2026_M98,PS070,ESP,30.85,31.35,30,Turnover,No,,No,MODELED
WC2026_M98,PS071,BEL,31.35,31.9,33,Shot,Yes,SH19,No,MODELED
WC2026_M98,PS072,ESP,31.9,32.33,26,Out of Play,No,,No,MODELED
WC2026_M98,PS073,BEL,32.33,32.73,24,Turnover,No,,No,MODELED
WC2026_M98,PS074,BEL,32.73,33.05,19,Offside,No,,No,MODELED
WC2026_M98,PS075,BEL,33.05,33.43,23,Out of Play,No,,No,MODELED
WC2026_M98,PS076,ESP,33.43,33.95,31,Turnover,No,,No,MODELED
WC2026_M98,PS077,ESP,33.95,34.42,28,Turnover,No,,No,MODELED
WC2026_M98,PS078,ESP,34.42,34.85,26,Turnover,No,,No,MODELED
WC2026_M98,PS079,ESP,34.85,35.18,20,Shot,Yes,SH10,No,MODELED
WC2026_M98,PS080,ESP,35.18,35.78,36,Turnover,No,,No,MODELED
WC2026_M98,PS081,ESP,35.78,36.35,34,Turnover,No,,No,MODELED
WC2026_M98,PS082,ESP,36.35,36.95,36,Out of Play,No,,No,MODELED
WC2026_M98,PS083,BEL,36.95,37.4,27,Offside,No,,No,MODELED
WC2026_M98,PS084,BEL,37.4,37.78,23,Offside,No,,No,MODELED
WC2026_M98,PS085,BEL,37.78,38.3,31,Shot,Yes,SH20,No,MODELED
WC2026_M98,PS086,BEL,38.3,38.82,31,Out of Play,No,,No,MODELED
WC2026_M98,PS087,BEL,38.82,39.19,22,Out of Play,No,,No,MODELED
WC2026_M98,PS088,BEL,39.19,39.69,30,Turnover,No,,No,MODELED
WC2026_M98,PS089,BEL,39.69,40.24,33,Offside,No,,No,MODELED
WC2026_M98,PS090,BEL,40.24,40.81,34,Foul Conceded,No,,No,MODELED
WC2026_M98,PS091,ESP,40.81,41.38,34,Foul Conceded,No,,No,MODELED
WC2026_M98,PS092,ESP,41.38,41.9,31,Foul Conceded,No,,No,MODELED
WC2026_M98,PS093,BEL,41.9,42.25,21,Shot,Yes,SH04,Yes,REAL_EVENT_MODELED_XG
WC2026_M98,PS094,ESP,42.25,42.48,14,Out of Play,No,,No,MODELED
WC2026_M98,PS095,BEL,42.48,43.15,40,Turnover,No,,No,MODELED
WC2026_M98,PS096,BEL,43.15,43.48,20,Foul Conceded,No,,No,MODELED
WC2026_M98,PS097,BEL,43.48,43.83,21,Offside,No,,No,MODELED
WC2026_M98,PS098,BEL,43.83,44.25,25,Foul Conceded,No,,No,MODELED
WC2026_M98,PS099,BEL,44.25,44.68,26,Offside,No,,No,MODELED
WC2026_M98,PS100,BEL,44.68,45.3,37,Turnover,No,,No,MODELED
WC2026_M98,PS101,ESP,45.3,45.58,17,Shot,Yes,SH11,No,MODELED
WC2026_M98,PS102,ESP,45.58,46.15,34,Turnover,No,,No,MODELED
WC2026_M98,PS103,ESP,46.15,46.42,16,Turnover,No,,No,MODELED
WC2026_M98,PS104,ESP,46.42,47.04,37,Turnover,No,,No,MODELED
WC2026_M98,PS105,ESP,47.04,47.31,16,Turnover,No,,No,MODELED
WC2026_M98,PS106,ESP,47.31,47.91,36,Offside,No,,No,MODELED
WC2026_M98,PS107,ESP,47.91,48.36,27,Foul Conceded,No,,No,MODELED
WC2026_M98,PS108,BEL,48.36,48.64,17,Foul Conceded,No,,No,MODELED
WC2026_M98,PS109,ESP,48.64,49.11,28,Turnover,No,,No,MODELED
WC2026_M98,PS110,ESP,49.11,49.59,29,Out of Play,No,,No,MODELED
WC2026_M98,PS111,BEL,49.59,50.19,36,Foul Conceded,No,,No,MODELED
WC2026_M98,PS112,ESP,50.19,50.71,31,Foul Conceded,No,,No,MODELED
WC2026_M98,PS113,ESP,50.71,51.26,33,Turnover,No,,No,MODELED
WC2026_M98,PS114,ESP,51.26,51.64,23,Turnover,No,,No,MODELED
WC2026_M98,PS115,BEL,51.64,52.12,29,Turnover,No,,No,MODELED
WC2026_M98,PS116,BEL,52.12,52.55,26,Offside,No,,No,MODELED
WC2026_M98,PS117,ESP,52.55,52.93,23,Turnover,No,,No,MODELED
WC2026_M98,PS118,ESP,52.93,53.48,33,Out of Play,No,,No,MODELED
WC2026_M98,PS119,BEL,53.48,54.06,35,Turnover,No,,No,MODELED
WC2026_M98,PS120,BEL,54.06,54.64,35,Out of Play,No,,No,MODELED
WC2026_M98,PS121,BEL,54.64,54.91,16,Out of Play,No,,No,MODELED
WC2026_M98,PS122,BEL,54.91,55.31,24,Out of Play,No,,No,MODELED
WC2026_M98,PS123,ESP,55.31,55.79,29,Foul Conceded,No,,No,MODELED
WC2026_M98,PS124,BEL,55.79,56.29,30,Foul Conceded,No,,No,MODELED
WC2026_M98,PS125,ESP,56.29,56.84,33,Out of Play,No,,No,MODELED
WC2026_M98,PS126,BEL,56.84,57.17,20,Turnover,No,,No,MODELED
WC2026_M98,PS127,BEL,57.17,57.49,19,Turnover,No,,No,MODELED
WC2026_M98,PS128,BEL,57.49,57.89,24,Foul Conceded,No,,No,MODELED
WC2026_M98,PS129,ESP,57.89,58.14,15,Shot,Yes,SH12,No,MODELED
WC2026_M98,PS130,BEL,58.14,58.51,22,Turnover,No,,No,MODELED
WC2026_M98,PS131,BEL,58.51,59.01,30,Turnover,No,,No,MODELED
WC2026_M98,PS132,BEL,59.01,59.31,18,Offside,No,,No,MODELED
WC2026_M98,PS133,BEL,59.31,59.91,36,Foul Conceded,No,,No,MODELED
WC2026_M98,PS134,ESP,59.91,60.44,32,Turnover,No,,No,MODELED
WC2026_M98,PS135,ESP,60.44,60.87,26,Turnover,No,,No,MODELED
WC2026_M98,PS136,BEL,60.87,61.24,22,Out of Play,No,,No,MODELED
WC2026_M98,PS137,BEL,61.24,61.66,25,Out of Play,No,,No,MODELED
WC2026_M98,PS138,ESP,61.66,62.18,31,Out of Play,No,,No,MODELED
WC2026_M98,PS139,BEL,62.18,62.61,26,Turnover,No,,No,MODELED
WC2026_M98,PS140,ESP,62.61,62.99,23,Out of Play,No,,No,MODELED
WC2026_M98,PS141,ESP,62.99,63.47,29,Turnover,No,,No,MODELED
WC2026_M98,PS142,BEL,63.47,63.77,18,Offside,No,,No,MODELED
WC2026_M98,PS143,ESP,63.77,64.12,21,Offside,No,,No,MODELED
WC2026_M98,PS144,BEL,64.12,64.4,17,Offside,No,,No,MODELED
WC2026_M98,PS145,BEL,64.4,64.75,21,Out of Play,No,,No,MODELED
WC2026_M98,PS146,BEL,64.75,65.35,36,Foul Conceded,No,,No,MODELED
WC2026_M98,PS147,ESP,65.35,65.9,33,Offside,No,,No,MODELED
WC2026_M98,PS148,ESP,65.9,66.23,20,Shot,Yes,SH13,No,MODELED
WC2026_M98,PS149,ESP,66.23,66.7,28,Turnover,No,,No,MODELED
WC2026_M98,PS150,ESP,66.7,67.0,18,Out of Play,No,,No,MODELED
WC2026_M98,PS151,BEL,67.0,67.37,22,Offside,No,,No,MODELED
WC2026_M98,PS152,ESP,67.37,67.69,19,Turnover,No,,No,MODELED
WC2026_M98,PS153,BEL,67.69,67.94,15,Offside,No,,No,MODELED
WC2026_M98,PS154,BEL,67.94,68.29,21,Shot,Yes,SH21,No,MODELED
WC2026_M98,PS155,ESP,68.29,68.67,23,Foul Conceded,No,,No,MODELED
WC2026_M98,PS156,ESP,68.67,69.04,22,Turnover,No,,No,MODELED
WC2026_M98,PS157,BEL,69.04,69.44,24,Offside,No,,No,MODELED
WC2026_M98,PS158,BEL,69.44,69.91,28,Foul Conceded,No,,No,MODELED
WC2026_M98,PS159,ESP,69.91,70.49,35,Turnover,No,,No,MODELED
WC2026_M98,PS160,BEL,70.49,70.94,27,Offside,No,,No,MODELED
WC2026_M98,PS161,ESP,70.94,71.54,36,Out of Play,No,,No,MODELED
WC2026_M98,PS162,BEL,71.54,71.86,19,Foul Conceded,No,,No,MODELED
WC2026_M98,PS163,ESP,71.86,72.41,33,Shot,Yes,SH14,No,MODELED
WC2026_M98,PS164,ESP,72.41,72.78,22,Foul Conceded,No,,No,MODELED
WC2026_M98,PS165,ESP,72.78,73.33,33,Turnover,No,,No,MODELED
WC2026_M98,PS166,ESP,73.33,73.78,27,Turnover,No,,No,MODELED
WC2026_M98,PS167,BEL,73.78,74.05,16,Out of Play,No,,No,MODELED
WC2026_M98,PS168,BEL,74.05,74.62,34,Turnover,No,,No,MODELED
WC2026_M98,PS169,ESP,74.62,75.14,31,Turnover,No,,No,MODELED
WC2026_M98,PS170,ESP,75.14,75.46,19,Turnover,No,,No,MODELED
WC2026_M98,PS171,BEL,75.46,76.04,35,Foul Conceded,No,,No,MODELED
WC2026_M98,PS172,BEL,76.04,76.49,27,Turnover,No,,No,MODELED
WC2026_M98,PS173,BEL,76.49,76.97,29,Foul Conceded,No,,No,MODELED
WC2026_M98,PS174,BEL,76.97,77.25,17,Turnover,No,,No,MODELED
WC2026_M98,PS175,ESP,77.25,77.62,22,Shot,Yes,SH15,No,MODELED
WC2026_M98,PS176,BEL,77.62,78.17,33,Offside,No,,No,MODELED
WC2026_M98,PS177,ESP,78.17,78.59,25,Turnover,No,,No,MODELED
WC2026_M98,PS178,ESP,78.59,78.96,22,Turnover,No,,No,MODELED
WC2026_M98,PS179,BEL,78.96,79.34,23,Offside,No,,No,MODELED
WC2026_M98,PS180,ESP,79.34,79.72,23,Shot,Yes,SH16,No,MODELED
WC2026_M98,PS181,BEL,79.72,80.1,23,Turnover,No,,No,MODELED
WC2026_M98,PS182,ESP,80.1,80.55,27,Out of Play,No,,No,MODELED
WC2026_M98,PS183,ESP,80.55,80.95,24,Turnover,No,,No,MODELED
WC2026_M98,PS184,BEL,80.95,81.28,20,Turnover,No,,No,MODELED
WC2026_M98,PS185,ESP,81.28,81.8,31,Turnover,No,,No,MODELED
WC2026_M98,PS186,BEL,81.8,82.35,33,Turnover,No,,No,MODELED
WC2026_M98,PS187,ESP,82.35,82.77,25,Turnover,No,,No,MODELED
WC2026_M98,PS188,BEL,82.77,83.1,20,Foul Conceded,No,,No,MODELED
WC2026_M98,PS189,ESP,83.1,83.63,32,Turnover,No,,No,MODELED
WC2026_M98,PS190,ESP,83.63,84.18,33,Shot,Yes,SH17,No,MODELED
WC2026_M98,PS191,BEL,84.18,84.7,31,Offside,No,,No,MODELED
WC2026_M98,PS192,BEL,84.7,85.2,30,Offside,No,,No,MODELED
WC2026_M98,PS193,BEL,85.2,85.67,28,Offside,No,,No,MODELED
WC2026_M98,PS194,BEL,85.67,86.0,20,Out of Play,No,,No,MODELED
WC2026_M98,PS195,ESP,86.0,86.48,29,Foul Conceded,No,,No,MODELED
WC2026_M98,PS196,ESP,86.48,87.03,33,Turnover,No,,No,MODELED
WC2026_M98,PS197,ESP,87.03,87.55,31,Offside,No,,No,MODELED
WC2026_M98,PS198,ESP,87.55,87.92,22,Turnover,No,,No,MODELED
WC2026_M98,PS199,ESP,87.92,88.4,29,Shot,Yes,SH05,Yes,REAL_EVENT_MODELED_XG
WC2026_M98,PS200,ESP,88.4,88.77,22,Turnover,No,,No,MODELED
WC2026_M98,PS201,BEL,88.77,89.32,33,Out of Play,No,,No,MODELED
WC2026_M98,PS202,ESP,89.32,89.7,23,Turnover,No,,No,MODELED
WC2026_M98,PS203,BEL,89.7,89.98,17,Out of Play,No,,No,MODELED
WC2026_M98,PS204,ESP,89.98,90,26,Full Time,No,,No,MODELED
