match_id,pass_id,minute,team_id,passer_player_id,intended_receiver_player_id,origin_x,origin_y,destination_x,destination_y,outcome,led_to_shot_within_10s,resulting_shot_id,data_source
WC2026_M99,PB25,1,ENG,p_eng_20,p_eng_10,65.6,63.6,95.3,19.6,Successful,Yes,SH01,MODELED
WC2026_M99,PB01,3,NOR,p_nor_08,p_nor_07,83.8,23.4,98.8,51.9,Successful,Yes,SH02,MODELED
WC2026_M99,PB02,8,NOR,p_nor_02,p_nor_11,61.5,28.7,98.1,24.1,Unsuccessful,No,,MODELED
WC2026_M99,PB03,13,NOR,p_nor_06,p_nor_21,78.5,60.3,96.5,17.1,Unsuccessful,No,,MODELED
WC2026_M99,PB04,14,NOR,p_nor_06,p_nor_11,61.8,44.9,99.1,26.9,Successful,No,,MODELED
WC2026_M99,PB26,15,ENG,p_eng_20,p_eng_07,60.2,21.8,98.9,37.2,Unsuccessful,No,,MODELED
WC2026_M99,PB27,18,ENG,p_eng_18,p_eng_09,63.7,36.3,104.7,21.6,Successful,No,,MODELED
WC2026_M99,PB05,19,NOR,p_nor_07,p_nor_22,65.7,13.4,90.5,28.9,Unsuccessful,No,,MODELED
WC2026_M99,PB28,20,ENG,p_eng_10,p_eng_18,64.4,56.7,101.7,47.2,Successful,Yes,SH01,MODELED
WC2026_M99,PB29,21,ENG,p_eng_18,p_eng_10,77.5,34.2,102.5,35.5,Successful,No,,MODELED
WC2026_M99,PB06,23,NOR,p_nor_10,p_nor_21,71.5,26.8,105.0,46.5,Unsuccessful,No,,MODELED
WC2026_M99,PB07,29,NOR,p_nor_21,p_nor_11,75.3,14.1,103.2,15.3,Successful,Yes,SH02,MODELED
WC2026_M99,PB30,29,ENG,p_eng_20,p_eng_07,64.4,22.6,100.0,34.4,Successful,No,,MODELED
WC2026_M99,PB08,33,NOR,p_nor_21,p_nor_07,64.1,57.7,102.2,20.2,Successful,No,,MODELED
WC2026_M99,PB31,37,ENG,p_eng_10,p_eng_07,72.4,11.7,98.9,34.3,Unsuccessful,No,,MODELED
WC2026_M99,PB32,39,ENG,p_eng_20,p_eng_18,77.1,17.0,91.6,27.5,Unsuccessful,No,,MODELED
WC2026_M99,PB09,40,NOR,p_nor_06,p_nor_11,86.1,62.3,92.3,36.5,Successful,No,,MODELED
WC2026_M99,PB33,45,ENG,p_eng_10,p_eng_17,69.9,19.7,99.0,33.6,Unsuccessful,No,,MODELED
WC2026_M99,PB34,46,ENG,p_eng_20,p_eng_10,76.6,25.6,101.8,41.5,Successful,No,,MODELED
WC2026_M99,PB35,47,ENG,p_eng_07,p_eng_10,87.2,2.0,88.3,14.5,Successful,Yes,SH08,MODELED
WC2026_M99,PB36,48,ENG,p_eng_07,p_eng_10,65.1,26.8,95.9,54.0,Successful,No,,MODELED
WC2026_M99,PB10,49,NOR,p_nor_10,p_nor_07,74.0,31.2,104.6,46.4,Successful,No,,MODELED
WC2026_M99,PB37,49,ENG,p_eng_08,p_eng_09,69.8,60.8,92.7,41.2,Unsuccessful,No,,MODELED
WC2026_M99,PB11,56,NOR,p_nor_10,p_nor_20,85.5,38.0,100.6,48.1,Successful,No,,MODELED
WC2026_M99,PB38,61,ENG,p_eng_08,p_eng_07,82.8,54.3,94.4,16.7,Successful,No,,MODELED
WC2026_M99,PB39,62,ENG,p_eng_02,p_eng_10,81.0,47.7,103.2,49.6,Successful,No,,MODELED
WC2026_M99,PB40,65,ENG,p_eng_07,p_eng_17,66.8,45.4,99.9,31.1,Successful,Yes,SH16,MODELED
WC2026_M99,PB12,66,NOR,p_nor_08,p_nor_11,84.2,36.1,89.8,21.8,Successful,No,,MODELED
WC2026_M99,PB41,70,ENG,p_eng_02,p_eng_07,86.0,19.4,103.2,38.3,Unsuccessful,No,,MODELED
WC2026_M99,PB13,71,NOR,p_nor_14,p_nor_11,60.7,18.6,93.9,24.9,Unsuccessful,No,,MODELED
WC2026_M99,PB14,73,NOR,p_nor_08,p_nor_21,86.4,24.6,94.1,23.3,Successful,Yes,SH13,MODELED
WC2026_M99,PB15,76,NOR,p_nor_08,p_nor_22,87.8,15.2,95.6,45.4,Unsuccessful,No,,MODELED
WC2026_M99,PB16,77,NOR,p_nor_14,p_nor_09,84.1,59.1,102.7,54.0,Unsuccessful,No,,MODELED
WC2026_M99,PB42,77,ENG,p_eng_18,p_eng_18,83.7,43.1,104.3,52.6,Successful,No,,MODELED
WC2026_M99,PB43,79,ENG,p_eng_21,p_eng_20,74.7,25.4,93.1,48.0,Unsuccessful,No,,MODELED
WC2026_M99,PB44,80,ENG,p_eng_07,p_eng_09,77.4,41.3,104.6,31.1,Successful,Yes,SH16,MODELED
WC2026_M99,PB17,81,NOR,p_nor_08,p_nor_11,77.9,13.9,100.5,19.2,Successful,Yes,SH15,MODELED
WC2026_M99,PB45,85,ENG,p_eng_02,p_eng_09,86.5,38.0,93.5,21.1,Unsuccessful,No,,MODELED
WC2026_M99,PB46,89,ENG,p_eng_21,p_eng_09,87.0,8.7,96.4,39.8,Successful,No,,MODELED
WC2026_M99,PB18,92,NOR,p_nor_10,p_nor_21,76.3,19.3,89.4,23.0,Successful,Yes,SH20,MODELED
WC2026_M99,PB19,93,NOR,p_nor_06,p_nor_20,70.3,10.2,96.5,21.1,Unsuccessful,No,,MODELED
WC2026_M99,PB20,96,NOR,p_nor_08,p_nor_22,85.9,44.4,88.5,51.0,Unsuccessful,No,,MODELED
WC2026_M99,PB21,97,NOR,p_nor_14,p_nor_09,64.6,44.4,91.8,44.9,Successful,No,,MODELED
WC2026_M99,PB47,99,ENG,p_eng_08,p_eng_20,81.1,43.1,94.5,18.1,Successful,Yes,SH21,MODELED
WC2026_M99,PB48,100,ENG,p_eng_21,p_eng_10,80.6,28.6,95.3,30.3,Successful,Yes,SH21,MODELED
WC2026_M99,PB49,101,ENG,p_eng_21,p_eng_18,72.0,34.2,90.3,44.0,Unsuccessful,No,,MODELED
WC2026_M99,PB50,102,ENG,p_eng_10,p_eng_20,85.9,65.9,93.7,44.2,Unsuccessful,No,,MODELED
WC2026_M99,PB51,105,ENG,p_eng_08,p_eng_20,67.9,67.2,93.0,38.8,Successful,No,,MODELED
WC2026_M99,PB52,109,ENG,p_eng_07,p_eng_18,68.9,61.8,88.3,20.7,Successful,No,,MODELED
WC2026_M99,PB22,114,NOR,p_nor_14,p_nor_21,81.9,55.6,88.3,34.1,Successful,No,,MODELED
WC2026_M99,PB53,115,ENG,p_eng_21,p_eng_10,75.7,50.5,95.2,30.1,Unsuccessful,No,,MODELED
WC2026_M99,PB23,116,NOR,p_nor_14,p_nor_09,72.2,23.7,92.1,36.7,Successful,No,,MODELED
WC2026_M99,PB24,119,NOR,p_nor_10,p_nor_07,77.6,25.6,101.9,47.1,Successful,Yes,SH27,MODELED
WC2026_M99,PB54,119,ENG,p_eng_08,p_eng_17,65.4,41.0,99.1,14.5,Successful,No,,MODELED
