match_id,window_start,window_end,team_id,attack_pct,defense_pct,transition_off_def_pct,transition_def_off_pct,data_source
WC2026_M98,0,5,ESP,49.4,33.9,9.9,6.8,MODELED
WC2026_M98,0,5,BEL,22.0,34.9,25.6,17.6,MODELED
WC2026_M98,5,10,ESP,47.9,32.5,11.0,8.6,MODELED
WC2026_M98,5,10,BEL,31.7,26.1,20.7,21.5,MODELED
WC2026_M98,10,15,ESP,52.9,23.7,11.9,11.4,MODELED
WC2026_M98,10,15,BEL,23.9,30.3,24.4,21.3,MODELED
WC2026_M98,15,20,ESP,45.0,29.0,13.1,12.9,MODELED
WC2026_M98,15,20,BEL,25.0,26.5,21.3,27.1,MODELED
WC2026_M98,20,25,ESP,43.0,27.1,14.8,15.0,MODELED
WC2026_M98,20,25,BEL,30.2,28.5,18.4,23.0,MODELED
WC2026_M98,25,30,ESP,43.6,21.8,19.4,15.1,MODELED
WC2026_M98,25,30,BEL,29.6,26.0,23.2,21.2,MODELED
WC2026_M98,30,35,ESP,50.2,23.3,13.1,13.3,MODELED
WC2026_M98,30,35,BEL,30.4,30.3,21.5,17.9,MODELED
WC2026_M98,35,40,ESP,48.4,23.8,13.5,14.3,MODELED
WC2026_M98,35,40,BEL,27.3,20.4,24.2,28.1,MODELED
WC2026_M98,40,45,ESP,45.2,32.8,11.1,10.9,MODELED
WC2026_M98,40,45,BEL,23.0,20.2,33.5,23.3,MODELED
WC2026_M98,45,50,ESP,54.5,31.0,8.5,5.9,MODELED
WC2026_M98,45,50,BEL,19.3,26.1,29.1,25.5,MODELED
WC2026_M98,50,55,ESP,51.2,22.4,13.3,13.1,MODELED
WC2026_M98,50,55,BEL,21.1,23.4,31.2,24.2,MODELED
WC2026_M98,55,60,ESP,49.0,23.9,14.6,12.5,MODELED
WC2026_M98,55,60,BEL,20.8,32.2,27.4,19.6,MODELED
WC2026_M98,60,65,ESP,49.9,26.0,12.4,11.7,MODELED
WC2026_M98,60,65,BEL,30.6,20.4,22.0,27.0,MODELED
WC2026_M98,65,70,ESP,44.6,30.0,12.5,12.9,MODELED
WC2026_M98,65,70,BEL,21.6,34.3,21.8,22.2,MODELED
WC2026_M98,70,75,ESP,46.1,26.7,11.6,15.6,MODELED
WC2026_M98,70,75,BEL,21.5,28.0,27.4,23.1,MODELED
WC2026_M98,75,80,ESP,50.7,34.9,8.4,6.1,MODELED
WC2026_M98,75,80,BEL,20.4,20.7,30.7,28.1,MODELED
WC2026_M98,80,85,ESP,44.2,29.0,12.8,14.0,MODELED
WC2026_M98,80,85,BEL,21.7,32.7,23.2,22.5,MODELED
WC2026_M98,85,90,ESP,50.7,22.1,11.1,16.1,MODELED
WC2026_M98,85,90,BEL,28.6,24.6,22.8,23.9,MODELED
