match_id,player_id,team_id,zone_code,touches,data_source
WC2026_M98,p_esp_01,ESP,C1R1,6,MODELED
WC2026_M98,p_esp_01,ESP,C1R2,9,MODELED
WC2026_M98,p_esp_01,ESP,C1R3,9,MODELED
WC2026_M98,p_esp_01,ESP,C1R4,9,MODELED
WC2026_M98,p_esp_01,ESP,C1R5,8,MODELED
WC2026_M98,p_esp_01,ESP,C2R1,6,MODELED
WC2026_M98,p_esp_01,ESP,C2R2,7,MODELED
WC2026_M98,p_esp_01,ESP,C2R3,7,MODELED
WC2026_M98,p_esp_01,ESP,C2R4,8,MODELED
WC2026_M98,p_esp_01,ESP,C2R5,6,MODELED
WC2026_M98,p_esp_01,ESP,C3R1,4,MODELED
WC2026_M98,p_esp_01,ESP,C3R2,5,MODELED
WC2026_M98,p_esp_01,ESP,C3R3,6,MODELED
WC2026_M98,p_esp_01,ESP,C3R4,4,MODELED
WC2026_M98,p_esp_01,ESP,C3R5,3,MODELED
WC2026_M98,p_esp_01,ESP,C4R1,2,MODELED
WC2026_M98,p_esp_01,ESP,C4R2,1,MODELED
WC2026_M98,p_esp_01,ESP,C4R3,2,MODELED
WC2026_M98,p_esp_01,ESP,C4R4,2,MODELED
WC2026_M98,p_esp_01,ESP,C4R5,1,MODELED
WC2026_M98,p_esp_01,ESP,C5R2,1,MODELED
WC2026_M98,p_esp_02,ESP,C1R1,3,MODELED
WC2026_M98,p_esp_02,ESP,C1R2,4,MODELED
WC2026_M98,p_esp_02,ESP,C1R3,7,MODELED
WC2026_M98,p_esp_02,ESP,C1R4,5,MODELED
WC2026_M98,p_esp_02,ESP,C1R5,3,MODELED
WC2026_M98,p_esp_02,ESP,C2R1,7,MODELED
WC2026_M98,p_esp_02,ESP,C2R2,8,MODELED
WC2026_M98,p_esp_02,ESP,C2R3,10,MODELED
WC2026_M98,p_esp_02,ESP,C2R4,9,MODELED
WC2026_M98,p_esp_02,ESP,C2R5,5,MODELED
WC2026_M98,p_esp_02,ESP,C3R1,5,MODELED
WC2026_M98,p_esp_02,ESP,C3R2,7,MODELED
WC2026_M98,p_esp_02,ESP,C3R3,9,MODELED
WC2026_M98,p_esp_02,ESP,C3R4,5,MODELED
WC2026_M98,p_esp_02,ESP,C3R5,5,MODELED
WC2026_M98,p_esp_02,ESP,C4R1,2,MODELED
WC2026_M98,p_esp_02,ESP,C4R2,4,MODELED
WC2026_M98,p_esp_02,ESP,C4R3,5,MODELED
WC2026_M98,p_esp_02,ESP,C4R4,4,MODELED
WC2026_M98,p_esp_02,ESP,C4R5,3,MODELED
WC2026_M98,p_esp_02,ESP,C5R1,1,MODELED
WC2026_M98,p_esp_02,ESP,C5R2,1,MODELED
WC2026_M98,p_esp_02,ESP,C5R3,2,MODELED
WC2026_M98,p_esp_02,ESP,C5R4,1,MODELED
WC2026_M98,p_esp_02,ESP,C5R5,1,MODELED
WC2026_M98,p_esp_03,ESP,C1R1,4,MODELED
WC2026_M98,p_esp_03,ESP,C1R2,5,MODELED
WC2026_M98,p_esp_03,ESP,C1R3,7,MODELED
WC2026_M98,p_esp_03,ESP,C1R4,5,MODELED
WC2026_M98,p_esp_03,ESP,C1R5,5,MODELED
WC2026_M98,p_esp_03,ESP,C2R1,5,MODELED
WC2026_M98,p_esp_03,ESP,C2R2,8,MODELED
WC2026_M98,p_esp_03,ESP,C2R3,7,MODELED
WC2026_M98,p_esp_03,ESP,C2R4,9,MODELED
WC2026_M98,p_esp_03,ESP,C2R5,7,MODELED
WC2026_M98,p_esp_03,ESP,C3R1,5,MODELED
WC2026_M98,p_esp_03,ESP,C3R2,6,MODELED
WC2026_M98,p_esp_03,ESP,C3R3,9,MODELED
WC2026_M98,p_esp_03,ESP,C3R4,9,MODELED
WC2026_M98,p_esp_03,ESP,C3R5,5,MODELED
WC2026_M98,p_esp_03,ESP,C4R1,3,MODELED
