match_id,minute,home_team_id,home_cum_xg,away_team_id,away_cum_xg,data_source
WC2026_M99,0,NOR,0.0,ENG,0.0,MODELED
WC2026_M99,1,NOR,0.0,ENG,0.0,MODELED
WC2026_M99,2,NOR,0.0,ENG,0.0,MODELED
WC2026_M99,3,NOR,0.0,ENG,0.0,MODELED
WC2026_M99,4,NOR,0.0,ENG,0.0,MODELED
WC2026_M99,5,NOR,0.0,ENG,0.0,MODELED
WC2026_M99,6,NOR,0.0,ENG,0.0,MODELED
WC2026_M99,7,NOR,0.0,ENG,0.0,MODELED
WC2026_M99,8,NOR,0.0,ENG,0.0,MODELED
WC2026_M99,9,NOR,0.0,ENG,0.0,MODELED
WC2026_M99,10,NOR,0.0,ENG,0.0,MODELED
WC2026_M99,11,NOR,0.0,ENG,0.0,MODELED
WC2026_M99,12,NOR,0.0,ENG,0.0,MODELED
WC2026_M99,13,NOR,0.0,ENG,0.0,MODELED
WC2026_M99,14,NOR,0.0,ENG,0.0,MODELED
WC2026_M99,15,NOR,0.0,ENG,0.0,MODELED
WC2026_M99,16,NOR,0.0,ENG,0.0,MODELED
WC2026_M99,17,NOR,0.0,ENG,0.0,MODELED
WC2026_M99,18,NOR,0.0,ENG,0.0,MODELED
WC2026_M99,19,NOR,0.0,ENG,0.0,MODELED
WC2026_M99,20,NOR,0.0,ENG,0.0,MODELED
WC2026_M99,21,NOR,0.0,ENG,0.0,MODELED
WC2026_M99,22,NOR,0.0,ENG,0.0,MODELED
WC2026_M99,23,NOR,0.0,ENG,0.0,MODELED
WC2026_M99,24,NOR,0.0,ENG,0.0,MODELED
WC2026_M99,25,NOR,0.0,ENG,0.0,MODELED
WC2026_M99,26,NOR,0.0,ENG,0.0,MODELED
WC2026_M99,27,NOR,0.0,ENG,0.0,MODELED
WC2026_M99,28,NOR,0.0,ENG,0.0,MODELED
WC2026_M99,29,NOR,0.0,ENG,0.06,MODELED
WC2026_M99,30,NOR,0.0,ENG,0.06,MODELED
WC2026_M99,31,NOR,0.0,ENG,0.06,MODELED
WC2026_M99,32,NOR,0.0,ENG,0.06,MODELED
WC2026_M99,33,NOR,0.0,ENG,0.06,MODELED
WC2026_M99,34,NOR,0.0,ENG,0.06,MODELED
WC2026_M99,35,NOR,0.08,ENG,0.06,MODELED
WC2026_M99,36,NOR,0.11,ENG,0.06,MODELED
WC2026_M99,37,NOR,0.11,ENG,0.06,MODELED
WC2026_M99,38,NOR,0.11,ENG,0.06,MODELED
WC2026_M99,39,NOR,0.16,ENG,0.06,MODELED
WC2026_M99,40,NOR,0.19,ENG,0.06,MODELED
WC2026_M99,41,NOR,0.19,ENG,0.06,MODELED
WC2026_M99,42,NOR,0.19,ENG,0.06,MODELED
WC2026_M99,43,NOR,0.19,ENG,0.06,MODELED
WC2026_M99,44,NOR,0.38,ENG,0.06,MODELED
WC2026_M99,45,NOR,0.38,ENG,0.09,MODELED
WC2026_M99,46,NOR,0.38,ENG,0.09,MODELED
WC2026_M99,47,NOR,0.38,ENG,0.15,MODELED
WC2026_M99,48,NOR,0.38,ENG,0.21,MODELED
WC2026_M99,49,NOR,0.38,ENG,0.21,MODELED
WC2026_M99,50,NOR,0.38,ENG,0.21,MODELED
WC2026_M99,51,NOR,0.38,ENG,0.21,MODELED
WC2026_M99,52,NOR,0.38,ENG,0.24,MODELED
WC2026_M99,53,NOR,0.41,ENG,0.24,MODELED
WC2026_M99,54,NOR,0.41,ENG,0.24,MODELED
WC2026_M99,55,NOR,0.41,ENG,0.24,MODELED
WC2026_M99,56,NOR,0.41,ENG,0.24,MODELED
WC2026_M99,57,NOR,0.41,ENG,0.24,MODELED
WC2026_M99,58,NOR,0.41,ENG,0.24,MODELED
WC2026_M99,59,NOR,0.41,ENG,0.24,MODELED
WC2026_M99,60,NOR,0.41,ENG,0.24,MODELED
WC2026_M99,61,NOR,0.41,ENG,0.24,MODELED
WC2026_M99,62,NOR,0.41,ENG,0.24,MODELED
WC2026_M99,63,NOR,0.41,ENG,0.24,MODELED
WC2026_M99,64,NOR,0.41,ENG,0.24,MODELED
WC2026_M99,65,NOR,0.41,ENG,0.24,MODELED
WC2026_M99,66,NOR,0.41,ENG,0.24,MODELED
WC2026_M99,67,NOR,0.41,ENG,0.24,MODELED
WC2026_M99,68,NOR,0.41,ENG,0.24,MODELED
WC2026_M99,69,NOR,0.41,ENG,0.24,MODELED
WC2026_M99,70,NOR,0.41,ENG,0.24,MODELED
WC2026_M99,71,NOR,0.41,ENG,0.24,MODELED
WC2026_M99,72,NOR,0.41,ENG,0.24,MODELED
WC2026_M99,73,NOR,0.41,ENG,0.24,MODELED
WC2026_M99,74,NOR,0.41,ENG,0.24,MODELED
WC2026_M99,75,NOR,0.41,ENG,0.24,MODELED
WC2026_M99,76,NOR,0.49,ENG,0.24,MODELED
