match_id,pass_id,minute,team_id,passer_player_id,intended_receiver_player_id,origin_x,origin_y,destination_x,destination_y,outcome,led_to_shot_within_10s,resulting_shot_id,data_source
WC2026_M97,PB01,1,FRA,p_fra_02,p_fra_08,83.3,25.9,95.9,27.5,Unsuccessful,No,,MODELED
WC2026_M97,PB02,3,FRA,p_fra_08,p_fra_09,68.3,50.3,103.6,42.2,Successful,No,,MODELED
WC2026_M97,PB03,9,FRA,p_fra_02,p_fra_14,63.7,9.0,93.0,33.0,Successful,No,,MODELED
WC2026_M97,PB04,11,FRA,p_fra_10,p_fra_09,60.9,11.0,92.4,31.1,Successful,No,,MODELED
WC2026_M97,PB35,12,MAR,p_mar_02,p_mar_08,86.0,11.3,98.3,30.1,Unsuccessful,No,,MODELED
WC2026_M97,PB05,14,FRA,p_fra_06,p_fra_13,66.2,30.1,98.4,21.4,Successful,No,,MODELED
WC2026_M97,PB06,15,FRA,p_fra_06,p_fra_13,79.1,64.1,88.5,24.3,Unsuccessful,No,,MODELED
WC2026_M97,PB07,16,FRA,p_fra_02,p_fra_10,73.6,29.6,103.0,15.9,Successful,No,,MODELED
WC2026_M97,PB08,19,FRA,p_fra_06,p_fra_09,72.6,11.3,91.7,26.1,Successful,No,,MODELED
WC2026_M97,PB36,20,MAR,p_mar_09,p_mar_08,73.7,6.1,96.5,25.5,Successful,No,,MODELED
WC2026_M97,PB09,21,FRA,p_fra_11,p_fra_14,66.9,66.5,104.7,28.3,Successful,No,,MODELED
WC2026_M97,PB10,22,FRA,p_fra_10,p_fra_08,69.1,8.5,105.0,25.8,Successful,No,,MODELED
WC2026_M97,PB11,29,FRA,p_fra_11,p_fra_08,68.4,27.5,100.1,29.4,Unsuccessful,No,,MODELED
WC2026_M97,PB12,34,FRA,p_fra_06,p_fra_11,67.3,16.5,97.5,26.4,Unsuccessful,No,,MODELED
WC2026_M97,PB13,35,FRA,p_fra_11,p_fra_10,86.5,33.5,96.3,43.7,Unsuccessful,No,,MODELED
WC2026_M97,PB14,37,FRA,p_fra_09,p_fra_14,62.1,61.0,89.6,44.7,Unsuccessful,No,,MODELED
WC2026_M97,PB15,39,FRA,p_fra_11,p_fra_14,84.5,8.5,97.1,51.1,Unsuccessful,No,,MODELED
WC2026_M97,PB16,41,FRA,p_fra_02,p_fra_11,81.4,32.6,96.7,46.8,Successful,Yes,SH11,MODELED
WC2026_M97,PB17,42,FRA,p_fra_06,p_fra_13,85.2,56.0,89.1,38.0,Unsuccessful,No,,MODELED
WC2026_M97,PB18,45,FRA,p_fra_08,p_fra_10,62.1,13.9,97.0,43.4,Successful,No,,MODELED
WC2026_M97,PB19,46,FRA,p_fra_09,p_fra_11,62.7,63.8,94.8,35.5,Unsuccessful,No,,MODELED
WC2026_M97,PB20,48,FRA,p_fra_08,p_fra_11,77.5,31.8,92.5,31.1,Successful,No,,MODELED
WC2026_M97,PB37,49,MAR,p_mar_10,p_mar_11,67.3,38.4,100.2,26.2,Unsuccessful,No,,MODELED
WC2026_M97,PB21,51,FRA,p_fra_11,p_fra_13,87.8,16.9,102.6,28.3,Successful,Yes,SH17,MODELED
WC2026_M97,PB22,54,FRA,p_fra_11,p_fra_10,73.2,41.8,89.3,32.4,Successful,No,,MODELED
WC2026_M97,PB23,56,FRA,p_fra_11,p_fra_08,64.7,47.8,92.9,27.3,Successful,No,,MODELED
WC2026_M97,PB24,57,FRA,p_fra_08,p_fra_11,70.3,41.0,88.4,35.9,Unsuccessful,No,,MODELED
WC2026_M97,PB25,61,FRA,p_fra_05,p_fra_13,64.8,29.1,91.1,24.1,Unsuccessful,No,,MODELED
WC2026_M97,PB26,62,FRA,p_fra_08,p_fra_10,72.6,49.5,93.9,15.3,Successful,No,,MODELED
WC2026_M97,PB38,64,MAR,p_mar_13,p_mar_13,78.8,20.7,102.4,51.9,Unsuccessful,No,,MODELED
WC2026_M97,PB27,66,FRA,p_fra_10,p_fra_08,62.4,26.5,97.1,25.8,Successful,No,,MODELED
WC2026_M97,PB39,68,MAR,p_mar_06,p_mar_08,66.0,6.1,97.0,24.5,Unsuccessful,No,,MODELED
WC2026_M97,PB28,72,FRA,p_fra_06,p_fra_13,83.0,51.2,98.2,23.4,Successful,No,,MODELED
WC2026_M97,PB40,74,MAR,p_mar_08,p_mar_10,71.8,0.9,95.5,38.5,Successful,Yes,SH14,MODELED
WC2026_M97,PB29,75,FRA,p_fra_11,p_fra_11,66.8,54.6,104.8,51.7,Successful,No,,MODELED
WC2026_M97,PB30,82,FRA,p_fra_08,p_fra_13,64.2,6.8,90.4,43.1,Successful,No,,MODELED
WC2026_M97,PB31,83,FRA,p_fra_09,p_fra_13,66.8,67.4,103.0,40.9,Successful,No,,MODELED
WC2026_M97,PB32,84,FRA,p_fra_13,p_fra_10,77.6,52.1,90.8,22.6,Successful,Yes,SH21,MODELED
WC2026_M97,PB33,87,FRA,p_fra_06,p_fra_14,79.9,10.2,90.4,40.0,Unsuccessful,No,,MODELED
WC2026_M97,PB34,89,FRA,p_fra_08,p_fra_14,85.1,7.6,104.9,31.8,Unsuccessful,No,,MODELED
