match_id,player_id,team_id,zone_code,touches,data_source
WC2026_M99,p_nor_01,NOR,C1R1,8,MODELED
WC2026_M99,p_nor_01,NOR,C1R2,14,MODELED
WC2026_M99,p_nor_01,NOR,C1R3,18,MODELED
WC2026_M99,p_nor_01,NOR,C1R4,13,MODELED
WC2026_M99,p_nor_01,NOR,C1R5,10,MODELED
WC2026_M99,p_nor_01,NOR,C2R1,8,MODELED
WC2026_M99,p_nor_01,NOR,C2R2,11,MODELED
WC2026_M99,p_nor_01,NOR,C2R3,15,MODELED
WC2026_M99,p_nor_01,NOR,C2R4,11,MODELED
WC2026_M99,p_nor_01,NOR,C2R5,10,MODELED
WC2026_M99,p_nor_01,NOR,C3R1,6,MODELED
WC2026_M99,p_nor_01,NOR,C3R2,6,MODELED
WC2026_M99,p_nor_01,NOR,C3R3,9,MODELED
WC2026_M99,p_nor_01,NOR,C3R4,6,MODELED
WC2026_M99,p_nor_01,NOR,C3R5,6,MODELED
WC2026_M99,p_nor_01,NOR,C4R1,1,MODELED
WC2026_M99,p_nor_01,NOR,C4R2,3,MODELED
WC2026_M99,p_nor_01,NOR,C4R3,3,MODELED
WC2026_M99,p_nor_01,NOR,C4R4,3,MODELED
WC2026_M99,p_nor_01,NOR,C4R5,2,MODELED
WC2026_M99,p_nor_01,NOR,C5R3,1,MODELED
WC2026_M99,p_nor_01,NOR,C5R4,1,MODELED
WC2026_M99,p_nor_02,NOR,C1R1,2,MODELED
WC2026_M99,p_nor_02,NOR,C1R2,3,MODELED
WC2026_M99,p_nor_02,NOR,C1R3,4,MODELED
WC2026_M99,p_nor_02,NOR,C1R4,3,MODELED
WC2026_M99,p_nor_02,NOR,C1R5,2,MODELED
WC2026_M99,p_nor_02,NOR,C2R1,3,MODELED
WC2026_M99,p_nor_02,NOR,C2R2,4,MODELED
WC2026_M99,p_nor_02,NOR,C2R3,4,MODELED
WC2026_M99,p_nor_02,NOR,C2R4,3,MODELED
WC2026_M99,p_nor_02,NOR,C2R5,3,MODELED
WC2026_M99,p_nor_02,NOR,C3R1,4,MODELED
WC2026_M99,p_nor_02,NOR,C3R2,3,MODELED
WC2026_M99,p_nor_02,NOR,C3R3,4,MODELED
WC2026_M99,p_nor_02,NOR,C3R4,3,MODELED
WC2026_M99,p_nor_02,NOR,C3R5,3,MODELED
WC2026_M99,p_nor_02,NOR,C4R1,2,MODELED
WC2026_M99,p_nor_02,NOR,C4R2,3,MODELED
WC2026_M99,p_nor_02,NOR,C4R3,3,MODELED
WC2026_M99,p_nor_02,NOR,C4R4,2,MODELED
WC2026_M99,p_nor_02,NOR,C4R5,1,MODELED
WC2026_M99,p_nor_02,NOR,C5R1,1,MODELED
WC2026_M99,p_nor_02,NOR,C5R2,1,MODELED
WC2026_M99,p_nor_02,NOR,C5R3,1,MODELED
WC2026_M99,p_nor_02,NOR,C5R4,1,MODELED
WC2026_M99,p_nor_02,NOR,C5R5,1,MODELED
WC2026_M99,p_nor_03,NOR,C1R1,6,MODELED
WC2026_M99,p_nor_03,NOR,C1R2,4,MODELED
WC2026_M99,p_nor_03,NOR,C1R3,5,MODELED
WC2026_M99,p_nor_03,NOR,C1R4,6,MODELED
WC2026_M99,p_nor_03,NOR,C1R5,4,MODELED
WC2026_M99,p_nor_03,NOR,C2R1,7,MODELED
WC2026_M99,p_nor_03,NOR,C2R2,8,MODELED
WC2026_M99,p_nor_03,NOR,C2R3,9,MODELED
WC2026_M99,p_nor_03,NOR,C2R4,9,MODELED
WC2026_M99,p_nor_03,NOR,C2R5,5,MODELED
WC2026_M99,p_nor_03,NOR,C3R1,5,MODELED
WC2026_M99,p_nor_03,NOR,C3R2,7,MODELED
WC2026_M99,p_nor_03,NOR,C3R3,11,MODELED
WC2026_M99,p_nor_03,NOR,C3R4,8,MODELED
WC2026_M99,p_nor_03,NOR,C3R5,5,MODELED
WC2026_M99,p_nor_03,NOR,C4R1,3,MODELED
WC2026_M99,p_nor_03,NOR,C4R2,5,MODELED
WC2026_M99,p_nor_03,NOR,C4R3,5,MODELED
WC2026_M99,p_nor_03,NOR,C4R4,5,MODELED
WC2026_M99,p_nor_03,NOR,C4R5,4,MODELED
